name,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-2R,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Grand Total,U-5,E-2C,CW-1,CW-2,Year,latitude,longitude
Brunei,14,10,7,1,136,40,0,0,6,1,0,2,81,0,0,0,0,0,0,9,1,0,18,20,0,1,1,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,15,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,,,,,1997,4.535277,114.727669
Burma,23,11,7,286,34,865,0,0,721,10,0,0,1039,0,0,0,0,0,0,128,1,0,7,24,0,77,3,0,35,0,0,0,0,0,0,26,0,30,14,10,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3452,,,,,1997,21.913965,95.956223
Cambodia,29,57,0,107,435,2026,0,0,10,0,0,0,0,0,0,1,0,0,0,92,0,0,5,38,0,6,0,0,2,0,0,0,0,0,0,3,0,41,2,74,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3050,,,,,1997,12.565679,104.990963
China - mainland,425,455,2,144278,1770,44664,8,0,8124,53,13,971,2763,0,6,15,0,0,0,11909,3943,0,76,360,0,228,16,8,3206,0,0,3,795,0,80,2107,234,5206,2850,819,30,0,0,3048,2781,65,0,0,0,0,0,0,0,0,0,0,0,69,8,43,408,5,182,15,130,0,0,22,1,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,250503,,,,,1997,35.86166,104.195397
China - Taiwan,0,2,0,153,312840,1490,582,0,423,1607,0,2,10,0,770,198,0,0,0,14794,723,0,0,0,0,9,0,0,1420,0,0,0,2,0,6,577,191,967,593,38,5,0,0,292,407,122,2,0,0,0,0,0,0,0,0,0,0,4,14,2,3,0,99,0,0,0,0,116,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,344901,,,,,1997,23.69781,120.960515
Hong Kong S.A.R.,2,4,0,58,3903,900,54,0,9,13,0,0,0,0,0,0,0,0,0,132,2,0,0,0,0,0,0,0,18,0,0,0,0,0,1,4,1,16,1,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5194,,,,,1997,22.396428,114.109497
India,149,700,90,17091,66139,78280,1,0,750,10664,0,272,492,0,1,9,0,0,0,10532,752,0,103,306,0,706,78,2,31684,0,0,0,498,0,44,17693,137,2874,1437,572,15,0,0,1628,1695,382,7,0,0,0,0,0,0,0,0,0,0,63,328,39,69,0,2697,13,3,0,0,618,92,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,249715,,,,,1997,20.593684,78.96288
Indonesia,203,553,242,807,56224,1398,103,0,139,5001,0,29,38,0,0,3,0,0,0,10461,396,0,166,108,0,80,37,0,295,0,0,0,3,0,9,92,182,653,279,44,3,0,0,121,237,154,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,13,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78213,,,,,1997,-0.789275,113.921327
Iran,3,2,3,551,2471,16152,0,0,84,36,0,0,12,0,0,8,0,0,0,365,83,0,158,117,0,215,6,0,164,0,0,0,0,0,0,139,5,114,79,309,17,0,0,30,14,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,4,1,2,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21164,,,,,1997,32.427908,53.688046
Iraq,4,2,0,77,607,1243,0,0,23,1,0,1,2,0,0,1,0,0,0,36,4,0,68,44,0,32,0,0,81,0,0,0,0,0,0,121,0,10,10,77,5,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2467,,,,,1997,33.223191,43.679291
Israel,348,1374,2,114,114705,2024,551,0,66,107,0,101,776,0,740,7,0,0,0,1806,142,0,23,15,0,28,0,0,842,0,0,0,1,0,40,912,48,1821,1138,32,0,0,0,451,680,30,3,0,0,0,0,0,0,0,0,0,0,45,5,17,100,2,4,2,0,0,0,46,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,129580,,,,,1997,31.046051,34.851612
Japan,385,8871,24,1146,7726,884,26,0,14,5679,0,2697,9,0,3330,10041,0,0,0,35157,1118,0,69,27,0,278,1,0,2929,0,0,0,758,0,476,1462,1927,7344,3955,305,10,0,0,7136,9799,1182,13,0,0,1,0,0,0,0,0,0,0,139,43,25,232,0,353,7,43,0,0,176,79,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,116093,,,,,1997,36.204824,138.252924
Jordan,82,909,1,145,10027,1617,73,0,42,189,0,0,384,0,0,1,0,0,0,660,84,0,8,31,1,48,1,0,247,0,0,0,0,0,0,134,13,250,124,71,0,0,0,11,26,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15423,,,,,1997,30.585164,36.238414
"Korea, North",0,0,0,62,10,1517,0,0,7,1,0,0,0,0,0,0,0,0,0,31,2,0,0,0,109,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745,,,,,1997,40.339852,127.510093
"Korea, South",344,2204,9,775,542078,6438,3405,0,198,3499,2,58,7,0,1142,957,0,0,0,36188,5198,0,55,42,4,138,1,0,900,0,0,0,127,0,24,859,635,3886,5137,198,3,0,0,1093,1834,343,24,0,0,0,0,0,0,0,0,0,0,39,77,12,143,6,193,0,0,0,0,154,77,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,619011,,,,,1997,35.907757,127.766922
Kuwait,62,588,0,5,10781,42,8,0,5,5,0,0,52,0,0,0,0,0,0,1051,285,0,11,31,0,2,0,0,15,0,0,0,0,0,3,6,0,44,18,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13038,,,,,1997,29.31166,47.481766
Laos,18,34,1,54,10,601,0,0,6,0,0,17,0,0,0,0,0,0,0,62,3,0,27,34,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,,,,,1997,19.85627,102.495496
Lebanon,17,199,4,352,10520,2409,49,0,58,17,0,0,73,0,1,0,0,0,0,529,19,0,6,47,0,44,3,0,208,0,0,0,0,0,4,46,33,314,54,118,2,0,0,22,24,12,0,0,0,0,0,0,0,0,0,0,0,14,32,0,27,0,45,0,0,0,0,4,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,16144,,,,,1997,33.854721,35.862285
Malaysia,136,643,20,226,53394,3910,0,0,131,2335,0,46,73,0,1,6,0,0,0,4026,364,0,17,25,0,56,3,0,534,0,0,0,12,0,56,134,104,792,360,19,1,0,0,225,234,25,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,3,0,0,0,0,19,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,67941,,,,,1997,4.210484,101.975766
Maldives,2,9,1,9,15,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,5,20,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,,,,,1997,3.202778,73.22068
Mongolia,19,49,4,355,122,284,0,0,17,0,0,3,0,0,0,4,0,0,0,536,126,0,22,62,0,20,0,0,7,0,0,0,0,0,0,8,0,191,44,2,0,0,0,3,6,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,,,,,1997,46.862496,103.846656
Nepal,5,100,6,928,614,2009,0,0,236,2,0,9,43,0,0,0,0,0,0,920,105,0,16,88,0,85,6,0,68,0,0,0,2,0,0,66,4,148,55,9,0,0,0,5,6,47,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5709,,,,,1997,28.394857,84.124008
Oman,43,112,3,8,378,1254,0,0,3,32,0,0,11,0,0,0,0,0,0,254,37,0,7,12,0,3,0,0,3,0,0,0,0,0,0,1,0,228,51,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2442,,,,,1997,21.512583,55.923255
Pakistan,73,730,29,695,20772,18546,0,0,150,799,0,75,51,0,68,35,0,0,0,1818,156,0,62,73,0,283,13,0,1144,0,0,0,0,0,2,932,25,1010,626,98,0,0,0,83,190,17,1,0,0,0,0,0,0,0,0,1,0,15,10,7,3,0,65,0,0,0,0,30,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,48695,,,,,1997,30.375321,69.345116
Palestinian Authority Travel Document,0,0,0,123,2181,481,1,0,4,0,0,0,0,0,0,0,0,0,0,149,34,0,0,1,0,3,0,0,14,0,0,0,0,0,0,14,0,91,42,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3159,,,,,1997,31.952162,35.233154
Philippines,68,1103,492,8448,74805,11402,5868,0,705,28079,2,18,341,0,53,83,0,0,0,697,51,0,160,35,0,540,367,32,2653,0,0,0,865,0,31,1766,58,871,184,1783,198,0,0,391,288,38,0,0,0,0,0,0,0,1,0,1,0,17,55,1,32,1,109,2,0,0,0,213,47,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,145043,,,,,1997,12.879721,121.774017
Qatar,93,169,1,3,2024,17,0,0,0,1,0,0,6,0,0,0,0,0,0,262,82,0,21,20,0,0,0,0,1,0,0,0,0,0,0,1,0,54,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,,,,,1997,25.354826,51.183884
Saudi Arabia,565,3129,8,57,38725,391,0,0,274,19,1,0,724,0,0,0,0,0,0,3529,2111,0,30,87,0,29,1,0,18,0,0,0,0,0,11,50,11,341,671,1,0,0,0,77,223,277,61,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51443,,,,,1997,23.885942,45.079162
Singapore,23,1887,1,62,55933,423,0,0,39,1760,0,15,19,0,1,3,0,0,0,1376,67,0,13,46,0,24,0,0,358,0,0,0,0,0,11,115,29,381,137,10,1,0,0,166,180,39,8,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,2,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63159,,,,,1997,1.352083,103.819836
Sri Lanka,13,186,69,973,2918,2811,0,0,114,281,1,1,10,0,0,1,0,0,0,552,39,0,34,23,0,94,51,0,224,0,0,0,1,0,1,120,0,133,54,9,0,0,0,10,8,8,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,7,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8778,,,,,1997,7.873054,80.771797
Syria,29,39,5,251,6874,1152,8,0,28,15,0,1,150,0,0,0,0,0,0,224,24,0,28,23,0,56,2,0,185,0,0,0,0,0,2,104,1,181,84,84,0,0,0,6,10,12,1,0,0,0,0,0,0,0,0,0,0,4,11,2,14,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9914,,,,,1997,34.802075,38.996815
Thailand,78,776,51,329,53217,1094,58,0,226,1722,0,39,18,0,92,103,0,0,0,5980,74,0,16,39,0,45,20,0,142,0,0,0,2,0,7,42,59,1616,202,218,16,0,0,36,48,28,4,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,9,4,0,0,0,207,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,66674,,,,,1997,15.870032,100.992541
United Arab Emirates,67,611,27,7,6569,954,2,0,1,1,0,0,34,0,0,0,0,0,0,2069,311,0,5,10,0,5,0,0,0,0,0,0,0,0,0,1,0,42,22,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10741,,,,,1997,23.424076,53.847818
Vietnam,87,161,0,2384,347,1792,2,0,93,0,0,26,0,0,1,1,0,0,0,1153,24,0,38,137,0,32,1,0,11,0,0,0,0,0,1,6,6,302,51,745,63,0,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,27,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8539,,,,,1997,14.058324,108.277199
Yemen,56,43,6,183,1683,861,1,0,12,3,0,0,5,0,0,0,0,0,0,275,58,0,29,52,0,10,0,0,6,0,0,0,0,0,0,11,1,38,24,4,0,0,0,3,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3419,,,,,1997,15.552727,48.516388
Albania,17,105,2,15,1515,323,1,0,13,1,0,0,1,0,0,0,0,0,0,191,13,0,13,7,0,5,0,0,13,0,0,0,9,0,0,18,13,210,20,29,0,0,0,4,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616,,,,,1997,41.153332,20.168331
Andorra,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,,,,,1997,42.546245,1.601554
Armenia,39,33,0,689,169,3667,0,0,50,1,0,0,0,0,0,0,0,0,0,67,6,0,9,41,0,20,0,0,47,0,0,0,0,0,0,87,6,266,52,7,1,0,0,10,27,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,38,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5397,,,,,1997,40.069099,45.038189
Austria,39,153,3,99,804,1385,83,0,3,1159,0,2,8,0,69,82,0,0,0,1023,19,0,8,31,1,66,3,0,220,0,0,0,61,0,16,84,112,1613,113,22,1,0,0,216,143,75,4,0,0,1,0,0,0,0,0,0,0,61,1,7,345,0,29,0,1,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8203,,,,,1997,47.516231,14.550072
Azerbaijan,36,54,17,192,242,592,0,0,4,8,0,0,8,0,0,0,0,0,0,95,4,0,14,7,0,8,0,0,8,0,0,0,0,0,0,7,19,131,16,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482,,,,,1997,40.143105,47.576927
Belarus,33,113,0,865,663,2528,0,0,43,24,0,0,2,0,0,0,0,0,0,164,17,0,33,57,0,51,0,0,74,0,0,0,3,0,1,86,2,612,53,47,22,0,0,11,27,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,18,0,18,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5643,,,,,1997,53.709807,27.953389
Belgium,60,160,6,78,723,97,25,0,12,331,0,1,502,0,44,104,0,0,0,666,14,0,28,26,1,151,3,0,286,0,0,0,83,0,14,152,98,1141,126,15,0,0,0,278,333,101,0,0,0,360,0,11,0,1,0,0,0,27,1,5,96,7,3,3,0,0,0,12,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6236,,,,,1997,50.503887,4.469936
Bosnia and Herzegovina,21,97,0,48,1070,823,1,0,10,8,0,0,4,0,32,0,0,0,0,172,0,0,6,46,0,5,1,0,21,0,0,0,0,0,0,8,6,258,7,6,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2893,,,,,1997,43.915886,17.679076
Bulgaria,44,207,1,63,3208,4378,10,0,399,758,1,11,5,0,1,5,0,0,0,1568,106,0,34,41,0,69,5,0,274,0,0,0,2,0,3,228,58,792,109,26,0,0,0,36,49,8,0,0,0,1,0,0,0,0,0,0,0,15,4,10,36,0,0,12,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12957,,,,,1997,42.733883,25.48583
Croatia,45,155,0,103,7447,3784,11,0,118,3577,0,0,43,0,20,3,0,0,0,544,10,0,21,44,0,18,0,0,168,0,0,0,4,0,2,70,79,635,56,8,2,0,0,12,22,3,0,0,0,0,0,0,0,0,0,0,0,7,0,10,6,1,0,2,0,0,0,24,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17303,,,,,1997,45.1,15.2
Cyprus,23,14,0,10,3750,1434,0,0,6,24,0,0,2,0,0,0,0,0,0,881,15,0,23,2,0,10,0,0,65,0,0,0,1,0,0,13,7,546,10,1,0,0,0,4,0,24,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6872,,,,,1997,35.126413,33.429859
Czech Republic,70,247,7,71,10794,31303,62,0,96,160,0,3,137,0,0,6,0,0,0,561,20,0,30,50,0,23,1,0,85,0,0,0,11,0,2,61,79,2163,142,14,0,0,0,31,47,6,1,0,0,0,0,0,0,0,0,0,0,13,0,2,239,0,6,12,1,0,0,14,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46676,,,,,1997,49.817492,15.472962
Denmark,50,112,12,181,2917,986,73,0,10,1543,0,1,17,0,123,9,0,0,0,779,28,0,14,164,1,132,8,0,251,0,0,3,28,0,17,145,115,2037,214,11,0,0,0,264,255,49,0,0,0,165,0,2,2,1,2,0,0,35,0,5,24,0,0,0,1,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10830,,,,,1997,56.26392,9.501785
Estonia,22,69,4,34,3511,665,6,0,114,71,0,0,0,0,2,0,0,0,0,130,17,0,6,9,0,13,2,0,24,0,0,0,1,0,0,17,19,331,27,8,3,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5214,,,,,1997,58.595272,25.013607
Finland,45,138,8,62,535,195,33,0,4,427,0,0,16,0,83,74,0,0,0,486,28,0,30,76,0,51,3,0,153,0,0,0,22,0,8,98,72,1839,194,23,0,0,0,282,417,27,2,0,0,0,0,0,0,0,0,0,0,27,2,6,58,0,16,8,0,0,0,21,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5585,,,,,1997,61.92411,25.748151
France,330,2313,18,510,2238,785,6,0,34,5272,0,30,55,0,199,883,0,0,0,4741,106,0,68,229,9,642,9,0,1894,0,0,1,32,0,80,805,335,9910,693,99,1,0,0,1516,2156,264,14,0,0,14,0,7,2,4,0,0,0,193,65,55,530,1,59,8,243,0,0,62,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,37730,,,,,1997,46.227638,2.213749
Georgia,21,195,0,163,504,1816,0,0,11,130,0,1,9,0,0,0,0,0,0,213,13,0,13,16,0,18,1,0,28,0,0,0,2,0,0,21,18,327,38,3,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,8,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3615,,,,,1997,42.315407,43.356892
Germany,219,1141,8,328,17154,809,447,0,29,5364,1,397,64,0,764,1661,0,0,0,8354,112,0,73,172,2,277,2,0,2088,0,0,0,109,0,122,767,914,22192,1245,178,16,0,0,2439,2268,540,8,0,1,1163,3,28,127,87,0,1,0,220,27,17,509,6,25,2,132,0,0,105,22,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,72868,,,,,1997,51.165691,10.451526
Great Britain and Northern Ireland,175,2926,10,1176,141356,24722,3,0,255,11984,0,143,118,0,406,2160,0,0,0,6242,128,0,57,100,4,516,10,1,6927,0,0,20,298,0,115,3816,1532,19310,851,537,30,0,0,5841,5651,311,7,0,0,436,0,17,0,20,1,3,0,843,560,105,3444,24,215,19,179,0,0,225,46,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,243921,,,,,1997,55.378051,-3.435973
Greece,81,281,1,130,31704,5820,130,0,73,3660,0,5,432,0,4,1,0,0,0,1284,15,0,22,41,1,22,0,0,271,0,0,0,64,0,0,39,117,586,86,25,2,0,0,31,28,46,1,0,1,300,0,5,1,0,0,0,0,22,2,2,104,15,87,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45609,,,,,1997,39.074208,21.824312
Hungary,28,186,3,107,31808,6190,63,0,1026,10,0,21,709,0,0,1,0,0,0,713,33,0,25,89,0,57,1,0,217,0,0,0,3,0,9,139,113,1612,313,18,1,0,0,45,46,14,0,0,0,0,0,1,0,0,1,0,0,17,0,4,168,0,59,9,2,0,0,39,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44051,,,,,1997,47.162494,19.503304
Iceland,13,11,0,0,953,19,1,0,0,272,0,0,40,0,0,0,0,0,0,179,64,0,4,1,0,16,1,0,40,0,0,0,0,0,1,31,4,216,82,3,0,0,0,17,29,54,26,0,0,0,0,0,0,0,0,0,0,9,1,5,12,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111,,,,,1997,64.963051,-19.020835
Ireland,33,128,2,102,1697,109,0,0,2,674,0,1,27,0,16,44,0,0,0,463,6,0,19,16,2,51,3,0,512,0,0,10,55,0,50,124,63,8275,232,42,1,0,0,500,374,57,0,0,0,1,0,0,0,0,0,0,0,54,39,14,588,3,82,0,3,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14573,,,,,1997,53.41291,-8.24389
Italy,54,586,4,79,4382,351,230,0,51,3618,0,3,83,0,278,416,0,0,0,3558,41,0,49,81,5,251,5,0,806,0,0,1,21,0,36,235,196,3334,408,49,0,0,0,518,385,212,2,0,0,326,0,185,0,0,0,0,0,177,47,11,216,1,50,5,71,0,0,97,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21665,,,,,1997,41.87194,12.56738
Kazakhstan,35,362,14,935,172,875,0,0,30,3,0,4,1,0,0,1,0,0,0,417,17,0,25,37,0,32,0,0,22,0,0,0,0,0,0,35,8,608,57,28,11,0,0,11,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3805,,,,,1997,48.019573,66.923684
Kyrgyzstan,9,136,26,220,163,409,0,0,3,0,0,3,0,0,0,0,0,0,0,91,0,0,13,50,0,12,0,0,2,0,0,0,0,0,0,4,0,242,13,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446,,,,,1997,41.20438,74.766098
Latvia,8,161,0,88,2279,1213,3,0,26,316,0,0,12,0,3,1,0,0,0,132,8,0,11,30,0,11,3,0,20,0,0,0,10,0,0,40,15,346,29,12,3,0,0,10,7,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4848,,,,,1997,56.879635,24.603189
Liechtenstein,0,1,0,3,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,,,,,1997,47.166,9.555373
Lithuania,27,189,1,28,4514,626,5,0,14,419,0,2,2,0,0,0,0,0,0,182,13,0,8,10,0,13,0,0,36,0,0,0,0,0,0,38,12,700,28,23,14,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6954,,,,,1997,55.169438,23.881275
Luxembourg,2,12,0,0,211,4,1,0,0,17,0,0,4,0,0,8,0,0,0,44,0,0,8,4,0,3,0,0,13,0,0,0,0,0,0,2,0,51,1,0,0,0,0,9,10,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,,,,,1997,49.815273,6.129583
Macedonia,23,189,0,25,2487,593,3,0,167,0,0,2,90,0,0,0,0,0,0,219,5,0,18,37,0,1,0,0,17,0,0,0,6,0,0,7,11,447,25,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,7,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4482,,,,,1997,41.608635,21.745275
Malta,6,15,0,2,4987,21,0,0,1,13,0,0,0,0,0,3,0,0,0,18,0,0,12,8,0,4,0,0,4,0,0,0,0,0,0,6,1,50,14,2,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5184,,,,,1997,35.937496,14.375416
